#rho      theta    alpha    beta     theta    phi      shift    

+23,953  ,-2,291   ,+0,496   ,-0,168   ,+0,52360 ,-0,52360 ,+16,000  
+23,008  ,-2,277   ,+0,494   ,-0,175   ,+0,52360 ,-0,52360 ,+17,000  
+22,068  ,-2,262   ,+0,491   ,-0,182   ,+0,52360 ,-0,52360 ,+18,000  
+21,134  ,-2,246   ,+0,488   ,-0,190   ,+0,52360 ,-0,52360 ,+19,000  
+20,206  ,-2,228   ,+0,484   ,-0,199   ,+0,52360 ,-0,52360 ,+20,000  
+19,285  ,-2,208   ,+0,480   ,-0,209   ,+0,52360 ,-0,52360 ,+21,000  
+18,372  ,-2,186   ,+0,476   ,-0,219   ,+0,52360 ,-0,52360 ,+22,000  
+18,324  ,+0,091   ,+0,951   ,+0,439   ,+0,52360 ,+1,04720 ,+28,000  
+23,812  ,-2,312   ,+0,511   ,-0,113   ,+0,61087 ,-0,52360 ,+16,000  
+22,837  ,-2,303   ,+0,510   ,-0,118   ,+0,61087 ,-0,52360 ,+17,000  
+21,864  ,-2,293   ,+0,509   ,-0,124   ,+0,61087 ,-0,52360 ,+18,000  
+20,894  ,-2,281   ,+0,507   ,-0,129   ,+0,61087 ,-0,52360 ,+19,000  
+19,926  ,-2,269   ,+0,506   ,-0,136   ,+0,61087 ,-0,52360 ,+20,000  
+18,962  ,-2,255   ,+0,504   ,-0,142   ,+0,61087 ,-0,52360 ,+21,000  
+18,002  ,-2,240   ,+0,502   ,-0,150   ,+0,61087 ,-0,52360 ,+22,000  
+23,727  ,-2,334   ,+0,520   ,-0,057   ,+0,69813 ,-0,52360 ,+16,000  
+22,733  ,-2,329   ,+0,520   ,-0,060   ,+0,69813 ,-0,52360 ,+17,000  
+21,740  ,-2,324   ,+0,520   ,-0,062   ,+0,69813 ,-0,52360 ,+18,000  
+20,748  ,-2,318   ,+0,520   ,-0,065   ,+0,69813 ,-0,52360 ,+19,000  
+19,756  ,-2,312   ,+0,519   ,-0,069   ,+0,69813 ,-0,52360 ,+20,000  
+18,765  ,-2,305   ,+0,519   ,-0,072   ,+0,69813 ,-0,52360 ,+21,000  
+23,698  ,-2,356   ,+0,524   ,-0,000   ,+0,78540 ,-0,52360 ,+16,000  
+22,698  ,-2,356   ,+0,524   ,-0,000   ,+0,78540 ,-0,52360 ,+17,000  
+21,698  ,-2,356   ,+0,524   ,-0,000   ,+0,78540 ,-0,52360 ,+18,000  
+20,698  ,-2,356   ,+0,524   ,-0,000   ,+0,78540 ,-0,52360 ,+19,000  
+19,698  ,-2,356   ,+0,524   ,-0,000   ,+0,78540 ,-0,52360 ,+20,000  
+18,698  ,-2,356   ,+0,524   ,-0,000   ,+0,78540 ,-0,52360 ,+21,000  
+23,727  ,-2,378   ,+0,520   ,+0,057   ,+0,87266 ,-0,52360 ,+16,000  
+22,733  ,-2,383   ,+0,520   ,+0,060   ,+0,87266 ,-0,52360 ,+17,000  
+21,740  ,-2,388   ,+0,520   ,+0,062   ,+0,87266 ,-0,52360 ,+18,000  
+20,748  ,-2,394   ,+0,520   ,+0,065   ,+0,87266 ,-0,52360 ,+19,000  
+19,756  ,-2,400   ,+0,519   ,+0,069   ,+0,87266 ,-0,52360 ,+20,000  
+18,765  ,-2,407   ,+0,519   ,+0,072   ,+0,87266 ,-0,52360 ,+21,000  
+23,812  ,-2,400   ,+0,511   ,+0,113   ,+0,95993 ,-0,52360 ,+16,000  
+22,837  ,-2,409   ,+0,510   ,+0,118   ,+0,95993 ,-0,52360 ,+17,000  
+21,864  ,-2,420   ,+0,509   ,+0,124   ,+0,95993 ,-0,52360 ,+18,000  
+20,894  ,-2,431   ,+0,507   ,+0,129   ,+0,95993 ,-0,52360 ,+19,000  
+19,926  ,-2,443   ,+0,506   ,+0,136   ,+0,95993 ,-0,52360 ,+20,000  
+18,962  ,-2,457   ,+0,504   ,+0,142   ,+0,95993 ,-0,52360 ,+21,000  
+18,002  ,-2,472   ,+0,502   ,+0,150   ,+0,95993 ,-0,52360 ,+22,000  
+23,953  ,-2,421   ,+0,496   ,+0,168   ,+1,04720 ,-0,52360 ,+16,000  
+23,008  ,-2,435   ,+0,494   ,+0,175   ,+1,04720 ,-0,52360 ,+17,000  
+22,068  ,-2,450   ,+0,491   ,+0,182   ,+1,04720 ,-0,52360 ,+18,000  
+21,134  ,-2,467   ,+0,488   ,+0,190   ,+1,04720 ,-0,52360 ,+19,000  
+20,206  ,-2,485   ,+0,484   ,+0,199   ,+1,04720 ,-0,52360 ,+20,000  
+19,285  ,-2,504   ,+0,480   ,+0,209   ,+1,04720 ,-0,52360 ,+21,000  
+18,372  ,-2,526   ,+0,476   ,+0,219   ,+1,04720 ,-0,52360 ,+22,000  
+18,324  ,+1,480   ,+0,951   ,-0,439   ,+1,04720 ,+1,04720 ,+28,000  
+23,244  ,-2,459   ,+0,471   ,+0,229   ,+1,13446 ,-0,52360 ,+17,000  
+22,349  ,-2,479   ,+0,466   ,+0,238   ,+1,13446 ,-0,52360 ,+18,000  
+21,463  ,-2,500   ,+0,461   ,+0,248   ,+1,13446 ,-0,52360 ,+19,000  
+20,588  ,-2,523   ,+0,455   ,+0,258   ,+1,13446 ,-0,52360 ,+20,000  
+19,724  ,-2,548   ,+0,449   ,+0,270   ,+1,13446 ,-0,52360 ,+21,000  
+18,874  ,-2,575   ,+0,441   ,+0,282   ,+1,13446 ,-0,52360 ,+22,000  
+18,039  ,-2,605   ,+0,433   ,+0,295   ,+1,13446 ,-0,52360 ,+23,000  
+18,459  ,+1,717   ,+0,874   ,-0,576   ,+1,13446 ,+1,04720 ,+26,000  
+19,302  ,+1,689   ,+0,890   ,-0,551   ,+1,13446 ,+1,04720 ,+27,000  
+20,159  ,+1,663   ,+0,905   ,-0,528   ,+1,13446 ,+1,04720 ,+28,000  
+23,541  ,-2,482   ,+0,443   ,+0,279   ,+1,22173 ,-0,52360 ,+17,000  
+22,701  ,-2,506   ,+0,436   ,+0,289   ,+1,22173 ,-0,52360 ,+18,000  
+21,875  ,-2,531   ,+0,429   ,+0,300   ,+1,22173 ,-0,52360 ,+19,000  
+21,064  ,-2,558   ,+0,420   ,+0,312   ,+1,22173 ,-0,52360 ,+20,000  
+20,269  ,-2,588   ,+0,411   ,+0,324   ,+1,22173 ,-0,52360 ,+21,000  
+19,494  ,-2,619   ,+0,401   ,+0,337   ,+1,22173 ,-0,52360 ,+22,000  
+18,740  ,-2,654   ,+0,389   ,+0,351   ,+1,22173 ,-0,52360 ,+23,000  
+18,010  ,-2,691   ,+0,376   ,+0,365   ,+1,22173 ,-0,52360 ,+24,000  
+18,363  ,+1,974   ,+0,764   ,-0,716   ,+1,22173 ,+1,04720 ,+23,000  
+19,106  ,+1,938   ,+0,790   ,-0,688   ,+1,22173 ,+1,04720 ,+24,000  
+19,870  ,+1,905   ,+0,812   ,-0,661   ,+1,22173 ,+1,04720 ,+25,000  
+20,655  ,+1,875   ,+0,832   ,-0,636   ,+1,22173 ,+1,04720 ,+26,000  
+21,458  ,+1,847   ,+0,849   ,-0,613   ,+1,22173 ,+1,04720 ,+27,000  
+22,277  ,+1,820   ,+0,865   ,-0,590   ,+1,22173 ,+1,04720 ,+28,000  
+23,894  ,-2,503   ,+0,410   ,+0,325   ,+1,30900 ,-0,52360 ,+17,000  
+23,119  ,-2,530   ,+0,401   ,+0,336   ,+1,30900 ,-0,52360 ,+18,000  
+22,362  ,-2,559   ,+0,391   ,+0,348   ,+1,30900 ,-0,52360 ,+19,000  
+21,624  ,-2,590   ,+0,381   ,+0,360   ,+1,30900 ,-0,52360 ,+20,000  
+20,909  ,-2,622   ,+0,369   ,+0,372   ,+1,30900 ,-0,52360 ,+21,000  
+20,217  ,-2,658   ,+0,355   ,+0,385   ,+1,30900 ,-0,52360 ,+22,000  
+19,552  ,-2,695   ,+0,341   ,+0,398   ,+1,30900 ,-0,52360 ,+23,000  
+18,917  ,-2,735   ,+0,324   ,+0,411   ,+1,30900 ,-0,52360 ,+24,000  
+18,314  ,-2,778   ,+0,306   ,+0,425   ,+1,30900 ,-0,52360 ,+25,000  
+18,245  ,+2,260   ,+0,608   ,-0,852   ,+1,30900 ,+1,04720 ,+19,000  
+18,844  ,+2,217   ,+0,645   ,-0,825   ,+1,30900 ,+1,04720 ,+20,000  
+19,475  ,+2,176   ,+0,678   ,-0,798   ,+1,30900 ,+1,04720 ,+21,000  
+20,137  ,+2,138   ,+0,707   ,-0,772   ,+1,30900 ,+1,04720 ,+22,000  
+20,825  ,+2,103   ,+0,734   ,-0,747   ,+1,30900 ,+1,04720 ,+23,000  
+21,538  ,+2,070   ,+0,759   ,-0,722   ,+1,30900 ,+1,04720 ,+24,000  
+22,273  ,+2,039   ,+0,781   ,-0,698   ,+1,30900 ,+1,04720 ,+25,000  
+23,028  ,+2,010   ,+0,800   ,-0,675   ,+1,30900 ,+1,04720 ,+26,000  
+23,801  ,+1,983   ,+0,818   ,-0,653   ,+1,30900 ,+1,04720 ,+27,000  
+23,596  ,-2,552   ,+0,362   ,+0,378   ,+1,39626 ,-0,52360 ,+18,000  
+22,915  ,-2,583   ,+0,350   ,+0,389   ,+1,39626 ,-0,52360 ,+19,000  
+22,259  ,-2,617   ,+0,337   ,+0,401   ,+1,39626 ,-0,52360 ,+20,000  
+21,629  ,-2,652   ,+0,323   ,+0,412   ,+1,39626 ,-0,52360 ,+21,000  
+21,027  ,-2,690   ,+0,307   ,+0,424   ,+1,39626 ,-0,52360 ,+22,000  
+20,457  ,-2,729   ,+0,290   ,+0,436   ,+1,39626 ,-0,52360 ,+23,000  
+19,921  ,-2,771   ,+0,271   ,+0,448   ,+1,39626 ,-0,52360 ,+24,000  
+19,421  ,-2,815   ,+0,251   ,+0,459   ,+1,39626 ,-0,52360 ,+25,000  
+18,961  ,-2,861   ,+0,230   ,+0,470   ,+1,39626 ,-0,52360 ,+26,000  
+18,544  ,-2,910   ,+0,207   ,+0,481   ,+1,39626 ,-0,52360 ,+27,000  
+18,172  ,-2,960   ,+0,182   ,+0,491   ,+1,39626 ,-0,52360 ,+28,000  
+18,419  ,-2,926   ,-0,398   ,-0,968   ,+1,39626 ,+1,04720 ,+0,000   
+18,063  ,-2,977   ,-0,348   ,-0,988   ,+1,39626 ,+1,04720 ,+1,000   
+18,058  ,+2,629   ,+0,348   ,-0,988   ,+1,39626 ,+1,04720 ,+13,000  
+18,414  ,+2,578   ,+0,398   ,-0,969   ,+1,39626 ,+1,04720 ,+14,000  
+18,816  ,+2,528   ,+0,445   ,-0,948   ,+1,39626 ,+1,04720 ,+15,000  
+19,262  ,+2,481   ,+0,489   ,-0,926   ,+1,39626 ,+1,04720 ,+16,000  
+19,749  ,+2,437   ,+0,530   ,-0,903   ,+1,39626 ,+1,04720 ,+17,000  
+20,273  ,+2,394   ,+0,568   ,-0,880   ,+1,39626 ,+1,04720 ,+18,000  
+20,833  ,+2,354   ,+0,603   ,-0,856   ,+1,39626 ,+1,04720 ,+19,000  
+21,424  ,+2,315   ,+0,635   ,-0,833   ,+1,39626 ,+1,04720 ,+20,000  
+22,045  ,+2,279   ,+0,665   ,-0,809   ,+1,39626 ,+1,04720 ,+21,000  
+22,693  ,+2,245   ,+0,692   ,-0,786   ,+1,39626 ,+1,04720 ,+22,000  
+23,365  ,+2,213   ,+0,717   ,-0,763   ,+1,39626 ,+1,04720 ,+23,000  
+23,526  ,-2,605   ,+0,306   ,+0,425   ,+1,48353 ,-0,52360 ,+19,000  
+22,956  ,-2,640   ,+0,291   ,+0,435   ,+1,48353 ,-0,52360 ,+20,000  
+22,416  ,-2,677   ,+0,274   ,+0,446   ,+1,48353 ,-0,52360 ,+21,000  
+21,909  ,-2,716   ,+0,257   ,+0,456   ,+1,48353 ,-0,52360 ,+22,000  
+21,436  ,-2,757   ,+0,238   ,+0,466   ,+1,48353 ,-0,52360 ,+23,000  
+21,000  ,-2,799   ,+0,218   ,+0,476   ,+1,48353 ,-0,52360 ,+24,000  
+20,603  ,-2,843   ,+0,197   ,+0,485   ,+1,48353 ,-0,52360 ,+25,000  
+20,248  ,-2,889   ,+0,175   ,+0,494   ,+1,48353 ,-0,52360 ,+26,000  
+19,937  ,-2,936   ,+0,151   ,+0,501   ,+1,48353 ,-0,52360 ,+27,000  
+19,672  ,-2,985   ,+0,126   ,+0,508   ,+1,48353 ,-0,52360 ,+28,000  
+19,847  ,-2,952   ,-0,286   ,-1,007   ,+1,48353 ,+1,04720 ,+0,000   
+19,597  ,-3,001   ,-0,237   ,-1,020   ,+1,48353 ,+1,04720 ,+1,000   
+19,395  ,-3,051   ,-0,185   ,-1,031   ,+1,48353 ,+1,04720 ,+2,000   
+19,244  ,-3,102   ,-0,132   ,-1,039   ,+1,48353 ,+1,04720 ,+3,000   
+19,143  ,+3,129   ,-0,078   ,-1,044   ,+1,48353 ,+1,04720 ,+4,000   
+19,095  ,+3,077   ,-0,024   ,-1,047   ,+1,48353 ,+1,04720 ,+5,000   
+19,098  ,+3,024   ,+0,031   ,-1,047   ,+1,48353 ,+1,04720 ,+6,000   
+19,154  ,+2,972   ,+0,086   ,-1,044   ,+1,48353 ,+1,04720 ,+7,000   
+19,262  ,+2,920   ,+0,140   ,-1,038   ,+1,48353 ,+1,04720 ,+8,000   
+19,421  ,+2,869   ,+0,193   ,-1,029   ,+1,48353 ,+1,04720 ,+9,000   
+19,629  ,+2,819   ,+0,244   ,-1,018   ,+1,48353 ,+1,04720 ,+10,000  
